[ 2025-07-18 14:33:49,994 ] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[ 2025-07-18 14:33:50,000 ] 107 dagshub - INFO - Accessing as sanjaypal1916
[ 2025-07-18 14:33:50,426 ] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/repos/sanjaypal1916/NetworkSecurity "HTTP/1.1 200 OK"
[ 2025-07-18 14:33:50,791 ] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[ 2025-07-18 14:33:50,795 ] 107 dagshub - INFO - Initialized MLflow to track repo "sanjaypal1916/NetworkSecurity"
[ 2025-07-18 14:33:50,797 ] 107 dagshub - INFO - Repository sanjaypal1916/NetworkSecurity initialized!
[ 2025-07-18 14:33:50,799 ] 27 root - INFO - Initiate the data ingestion
[ 2025-07-18 14:33:55,933 ] 51 root - INFO - fetching the information from the database
[ 2025-07-18 14:33:56,079 ] 65 root - INFO - Exported to Feature store directory
[ 2025-07-18 14:33:56,079 ] 74 root - INFO - initiating Data Ingestion
[ 2025-07-18 14:33:56,079 ] 81 root - INFO - creating directory for train and test
[ 2025-07-18 14:33:56,081 ] 85 root - INFO - spliting the data into train and test
[ 2025-07-18 14:33:56,089 ] 88 root - INFO - loading the data to train.csv and test.csv
[ 2025-07-18 14:33:56,242 ] 92 root - INFO - completion of ingested directory
[ 2025-07-18 14:33:56,244 ] 29 root - INFO - Data Initiation Completed
[ 2025-07-18 14:33:56,251 ] 40 root - INFO - Initiate the data Validation
[ 2025-07-18 14:33:56,763 ] 42 root - INFO - data Validation Completed
[ 2025-07-18 14:33:56,764 ] 47 root - INFO - initiated data transformation
[ 2025-07-18 14:33:56,764 ] 49 root - INFO - data transformation completed
[ 2025-07-18 14:33:56,765 ] 52 root - INFO - Model Training sstared
